id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,flow_duration,is_attack
132,2025-03-25 13:48:00.214523,86.163.41.70,116.192.43.67,62252,19618,TCP,212,994,3033,0
133,2025-03-25 13:48:01.214523,39.118.196.78,82.104.15.252,50240,59406,TCP,2363,1655,656,0
134,2025-03-25 13:48:02.214523,181.109.32.212,133.252.14.35,50008,8423,UDP,526,2550,2020,0
135,2025-03-25 13:48:03.214523,105.169.238.212,46.39.90.42,41798,56514,ICMP,1166,886,137,0
136,2025-03-25 13:48:04.214523,16.105.215.199,242.82.207.111,3592,62300,TCP,2911,1075,2628,0
137,2025-03-25 13:48:05.214523,232.10.194.244,81.57.187.222,55639,26141,ICMP,4479,4388,173,0
138,2025-03-25 13:48:06.214523,2.180.152.199,123.38.17.88,63616,34150,TCP,933,3046,2050,0
139,2025-03-25 13:48:07.214523,219.214.112.249,246.199.87.87,3051,34641,UDP,329,2299,1143,1
140,2025-03-25 13:48:08.214523,57.139.223.248,182.166.52.102,3719,8522,TCP,4580,3977,857,0
141,2025-03-25 13:48:09.214523,8.199.172.207,50.162.214.66,59863,38314,ICMP,4354,4581,498,0
142,2025-03-25 13:48:10.214523,186.84.239.65,205.147.148.117,49214,52720,ICMP,923,3379,1144,0
143,2025-03-25 13:48:11.214523,252.13.201.13,125.93.94.130,6282,65339,UDP,2618,3136,2838,0
144,2025-03-25 13:48:12.214523,22.219.69.236,8.50.85.181,23026,46565,TCP,3767,4175,3449,0
145,2025-03-25 13:48:13.214523,47.25.133.194,227.67.29.22,40528,52007,UDP,4403,4367,3013,0
146,2025-03-25 13:48:14.214523,84.108.232.167,68.125.95.23,34183,51648,ICMP,4369,436,149,0
147,2025-03-25 13:48:15.214523,87.194.142.215,145.35.80.60,15010,10652,UDP,1923,3767,2890,0
148,2025-03-25 13:48:16.214523,65.41.240.9,40.149.246.203,62882,1353,TCP,1204,3039,855,0
149,2025-03-25 13:48:17.214523,192.26.179.114,169.214.220.238,64800,39643,TCP,1141,704,2267,0
150,2025-03-25 13:48:18.214523,167.35.20.15,132.105.13.98,13690,8056,UDP,807,2636,2231,0
151,2025-03-25 13:48:19.214523,244.126.102.10,249.49.250.86,39684,49118,ICMP,1483,765,2564,0
152,2025-03-25 13:48:20.214523,160.78.122.64,153.136.25.110,4585,39058,ICMP,1991,3017,570,0
153,2025-03-25 13:48:21.214523,122.58.111.238,225.243.179.41,27878,38146,UDP,1402,1332,198,0
154,2025-03-25 13:48:22.214523,180.131.188.85,55.249.212.132,65529,56611,TCP,3121,3887,3446,0
155,2025-03-25 13:48:23.214523,156.58.83.159,136.57.155.52,39976,58154,TCP,776,451,1467,1
156,2025-03-25 13:48:24.214523,28.13.159.192,183.194.253.51,53275,21646,TCP,2664,1861,3098,1
157,2025-03-25 13:48:25.214523,102.101.38.124,143.148.167.34,23686,56288,TCP,3422,2995,2506,0
158,2025-03-25 13:48:26.214523,27.154.61.21,160.78.1.139,9416,29608,ICMP,4857,3866,2161,0
159,2025-03-25 13:48:27.214523,89.219.189.35,254.218.179.127,31559,48874,TCP,1663,4670,2757,0
160,2025-03-25 13:48:28.214523,130.174.6.215,203.172.46.134,14091,5746,UDP,1360,2624,1253,0
161,2025-03-25 13:48:29.214523,211.250.54.221,11.191.206.148,49057,18796,UDP,3303,1249,2408,0
162,2025-03-25 13:48:30.214523,246.185.235.78,193.177.109.129,53280,21593,UDP,2453,4638,1409,0
163,2025-03-25 13:48:31.214523,112.90.138.247,14.50.24.236,24623,42703,UDP,457,4450,1465,0
164,2025-03-25 13:48:32.214523,120.223.137.165,94.89.231.242,62966,4259,TCP,3334,169,3170,1
165,2025-03-25 13:48:33.214523,219.125.44.142,43.71.173.241,36246,5600,ICMP,518,677,3376,0
166,2025-03-25 13:48:34.214523,226.230.124.237,202.164.24.65,12861,27731,TCP,4837,4690,712,0
167,2025-03-25 13:48:35.214523,146.194.172.14,233.89.172.127,15063,34892,ICMP,4055,4184,1045,0
168,2025-03-25 13:48:36.214523,127.166.93.249,229.60.80.94,59172,42656,TCP,1693,4976,927,0
169,2025-03-25 13:48:37.214523,55.181.132.174,246.243.86.190,31842,42500,ICMP,4702,2550,175,0
170,2025-03-25 13:48:38.214523,72.141.5.97,69.146.187.161,20139,52708,UDP,1485,228,279,0
171,2025-03-25 13:48:39.214523,22.123.208.250,161.6.126.6,64359,31309,UDP,4507,1606,208,0
172,2025-03-25 13:48:40.214523,143.123.243.251,116.162.67.169,11989,25178,ICMP,2851,4188,1627,0
173,2025-03-25 13:48:41.214523,115.8.47.150,65.219.240.225,25562,21078,ICMP,344,1748,775,0
174,2025-03-25 13:48:42.214523,57.207.124.156,39.121.192.226,43554,18189,ICMP,4672,3267,1408,0
175,2025-03-25 13:48:43.214523,170.188.242.176,171.248.97.5,6080,15463,UDP,714,2648,2353,0
176,2025-03-25 13:48:44.214523,109.169.180.232,246.227.163.41,33506,53699,UDP,349,1579,2776,0
177,2025-03-25 13:48:45.214523,70.156.128.118,105.103.2.205,48740,45542,TCP,3193,1902,992,0
178,2025-03-25 13:48:46.214523,31.98.161.61,110.92.207.247,9134,23539,ICMP,1695,107,1789,0
179,2025-03-25 13:48:47.214523,191.94.98.110,160.153.6.19,14797,27986,ICMP,2029,319,3427,0
180,2025-03-25 13:48:48.214523,190.247.141.144,118.106.238.69,28290,54958,ICMP,610,824,2079,0
181,2025-03-25 13:48:49.214523,252.51.99.151,44.57.255.199,54016,43573,UDP,4067,4297,125,0
182,2025-03-25 13:48:50.214523,59.184.91.154,71.7.111.204,18436,38787,ICMP,4969,2149,431,0
183,2025-03-25 13:48:51.214523,4.64.140.23,18.146.182.155,57561,51677,ICMP,1465,3885,861,0
184,2025-03-25 13:48:52.214523,250.27.149.64,65.12.93.40,34294,45778,UDP,1023,4012,708,0
185,2025-03-25 13:48:53.214523,164.251.52.6,234.185.195.170,7934,65118,ICMP,173,2842,1315,0
186,2025-03-25 13:48:54.214523,147.145.240.245,5.166.143.153,46477,46302,TCP,908,870,459,0
187,2025-03-25 13:48:55.214523,113.174.94.26,19.138.91.64,26470,20488,UDP,2978,839,1058,0
188,2025-03-25 13:48:56.214523,65.244.58.33,138.114.167.205,57114,43060,UDP,2367,4395,2791,1
189,2025-03-25 13:48:57.214523,103.251.37.27,9.68.69.119,54664,59468,UDP,2226,4221,3599,0
190,2025-03-25 13:48:58.214523,39.76.155.43,250.182.32.41,1230,31437,TCP,4430,2117,341,0
191,2025-03-25 13:48:59.214523,255.127.60.213,170.249.153.207,22542,34294,UDP,2304,4297,2887,1
192,2025-03-25 13:49:00.214523,156.115.194.230,49.212.124.23,23385,43323,UDP,3779,296,1361,0
193,2025-03-25 13:49:01.214523,233.226.152.219,90.129.200.17,57897,21293,UDP,4837,609,3242,0
194,2025-03-25 13:49:02.214523,79.30.50.106,122.3.134.117,24443,32565,UDP,4816,2095,1170,0
195,2025-03-25 13:49:03.214523,161.108.135.41,87.53.249.191,51660,9033,TCP,3758,1114,1574,0
196,2025-03-25 13:49:04.214523,41.122.88.38,156.98.41.224,58034,18031,ICMP,1084,3201,320,0
197,2025-03-25 13:49:05.214523,41.1.209.230,42.216.33.17,49726,27486,ICMP,1398,1022,3101,0
198,2025-03-25 13:49:06.214523,177.240.149.16,139.134.167.203,51039,64676,UDP,3844,2446,374,0
199,2025-03-25 13:49:07.214523,60.147.144.232,52.39.128.228,52966,12566,TCP,3380,3304,371,0
200,2025-03-25 13:49:08.214523,19.119.135.101,175.203.53.91,57584,18458,UDP,4055,1891,3082,0
201,2025-03-25 13:49:09.214523,109.58.115.76,108.171.25.249,42547,30789,ICMP,2753,1655,1809,0
202,2025-03-25 13:49:10.214523,233.136.72.36,93.171.163.99,55292,24793,ICMP,3787,120,2464,1
203,2025-03-25 13:49:11.214523,16.84.157.147,228.242.244.41,46175,23489,TCP,3062,2022,3005,0
204,2025-03-25 13:49:12.214523,113.63.239.155,110.214.22.207,23427,22892,ICMP,3046,1164,1139,0
205,2025-03-25 13:49:13.214523,180.206.139.252,85.39.53.228,19165,21180,UDP,3145,2083,2132,1
206,2025-03-25 13:49:14.214523,113.41.20.221,74.155.243.99,15844,21324,TCP,959,1999,1617,0
207,2025-03-25 13:49:15.214523,189.165.128.13,203.92.42.243,41366,54194,ICMP,2185,3643,583,0
208,2025-03-25 13:49:16.214523,24.117.10.137,164.231.165.150,7398,51505,UDP,2827,1066,883,1
209,2025-03-25 13:49:17.214523,148.20.89.240,82.236.146.244,57068,14459,TCP,476,2606,1080,0
210,2025-03-25 13:49:18.214523,133.226.142.92,237.236.11.203,2702,5138,UDP,4571,613,871,0
211,2025-03-25 13:49:19.214523,150.223.251.46,11.175.173.97,53418,47360,ICMP,4790,3674,300,0
212,2025-03-25 13:49:20.214523,121.178.209.170,80.191.212.145,54812,37159,UDP,2894,3215,2270,0
213,2025-03-25 13:49:21.214523,83.53.82.168,193.118.85.238,34851,9119,TCP,1165,140,934,0
214,2025-03-25 13:49:22.214523,106.253.147.205,181.186.157.42,56844,38933,UDP,3782,362,233,0
215,2025-03-25 13:49:23.214523,209.18.232.45,250.36.164.218,63647,4975,ICMP,2107,1132,2226,0
216,2025-03-25 13:49:24.214523,81.129.165.59,94.76.242.232,17222,22492,TCP,3301,3224,74,0
217,2025-03-25 13:49:25.214523,249.206.0.236,14.43.176.196,10938,28097,TCP,1151,1919,3360,1
218,2025-03-25 13:49:26.214523,106.27.96.185,42.199.205.41,28914,48679,ICMP,728,227,2937,0
219,2025-03-25 13:49:27.214523,160.255.226.26,139.29.188.64,53333,35365,UDP,2473,2678,1370,0
220,2025-03-25 13:49:28.214523,53.136.67.147,116.76.13.23,23323,47151,UDP,4074,4720,53,0
221,2025-03-25 13:49:29.214523,113.248.62.14,143.166.130.203,44609,65206,ICMP,1283,4952,1456,0
222,2025-03-25 13:49:30.214523,250.122.81.159,61.52.216.142,44713,52810,TCP,4941,3113,2513,0
223,2025-03-25 13:49:31.214523,142.7.208.47,239.209.20.204,65068,3792,ICMP,1377,3311,2817,0
224,2025-03-25 13:49:32.214523,58.58.236.60,250.205.158.102,43581,39094,TCP,2051,993,1895,0
225,2025-03-25 13:49:33.214523,166.78.255.149,221.82.122.248,50104,47538,TCP,4021,2906,118,0
226,2025-03-25 13:49:34.214523,131.139.212.247,86.168.107.103,45044,56426,UDP,3524,2379,2266,0
227,2025-03-25 13:49:35.214523,251.241.124.233,186.115.116.45,3717,35003,ICMP,1425,4283,1801,0
228,2025-03-25 13:49:36.214523,142.74.196.97,68.127.79.183,30491,26375,TCP,1271,2913,2668,0
229,2025-03-25 13:49:37.214523,236.69.35.141,218.146.166.84,30747,16469,UDP,4416,1887,2849,0
230,2025-03-25 13:49:38.214523,198.212.174.136,129.89.4.201,47723,56131,ICMP,3869,4832,282,0
231,2025-03-25 13:49:39.214523,211.1.144.152,110.222.164.106,4651,64330,ICMP,1971,2348,3370,0
232,2025-03-25 13:49:40.214523,215.250.76.228,67.255.229.44,26963,49607,TCP,3731,3133,714,0
233,2025-03-25 13:49:41.214523,138.247.176.170,9.10.10.77,49949,2184,TCP,2410,2508,3370,1
234,2025-03-25 13:49:42.214523,142.193.233.164,217.42.0.20,43965,23385,TCP,2443,2279,2656,0
235,2025-03-25 13:49:43.214523,223.96.122.196,6.105.85.214,22858,8065,ICMP,3486,276,3111,0
236,2025-03-25 13:49:44.214523,60.210.22.162,103.209.46.238,19071,19791,TCP,3167,3223,1341,0
237,2025-03-25 13:49:45.214523,191.242.195.197,144.6.207.131,27129,11870,ICMP,2439,121,3375,0
238,2025-03-25 13:49:46.214523,254.77.253.18,79.35.200.73,11254,65349,UDP,783,752,938,0
239,2025-03-25 13:49:47.214523,33.169.51.225,245.253.248.211,16731,39668,ICMP,975,3490,816,0
240,2025-03-25 13:49:48.214523,26.233.7.73,89.1.75.151,23000,20948,TCP,1154,882,1776,0
241,2025-03-25 13:49:49.214523,105.79.38.240,240.82.181.31,45286,46681,ICMP,3853,267,2228,0
242,2025-03-25 13:49:50.214523,201.135.173.203,195.43.78.68,60605,14906,TCP,2702,1161,3233,0
243,2025-03-25 13:49:51.214523,167.41.168.194,209.59.185.103,24800,15762,UDP,4114,972,1179,1
244,2025-03-25 13:49:52.214523,245.162.249.18,95.103.233.167,31104,22043,TCP,448,1881,1963,0
245,2025-03-25 13:49:53.214523,159.35.120.147,253.80.246.37,63864,2119,TCP,4414,1496,1181,0
246,2025-03-25 13:49:54.214523,59.46.222.50,246.237.202.201,2330,39693,TCP,1122,731,1939,0
247,2025-03-25 13:49:55.214523,195.51.227.85,233.59.192.85,62397,42007,TCP,549,1701,2432,0
248,2025-03-25 13:49:56.214523,178.153.14.23,74.69.97.108,7800,46703,TCP,603,2981,2915,0
249,2025-03-25 13:49:57.214523,84.28.150.183,136.12.56.24,28275,15147,TCP,185,1550,2332,0
250,2025-03-25 13:49:58.214523,96.220.74.125,196.242.22.59,63436,29156,UDP,3422,1963,2022,0
251,2025-03-25 13:49:59.214523,136.210.92.87,113.236.150.157,56040,2103,UDP,622,821,1802,0
252,2025-03-25 13:50:00.214523,45.40.195.123,102.10.113.151,10498,30681,ICMP,3251,4635,2499,0
253,2025-03-25 13:50:01.214523,128.73.118.236,254.192.135.59,41318,46302,TCP,3792,3436,2410,0
254,2025-03-25 13:50:02.214523,164.130.235.130,125.165.4.233,59077,33399,ICMP,2608,342,477,0
